id,recording_id,user_id,stage_type,status,failed,failed_at,failed_reason,retry_count,stage_meta,completed_at,created_at,updated_at,skip_reason,started_at
45,51,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-26 16:19:46.908241+03,2026-01-26 16:19:46.910605+03,2026-01-26 16:19:46.910607+03,,
46,51,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/51/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/51/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-26 16:19:47.014044+03,2026-01-26 16:19:47.016361+03,2026-01-26 16:19:47.016363+03,,
47,35,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-26 16:19:48.379973+03,2026-01-26 16:19:48.382401+03,2026-01-26 16:19:48.382402+03,,
48,35,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/35/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/35/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-26 16:19:48.453607+03,2026-01-26 16:19:48.454776+03,2026-01-26 16:19:48.454777+03,,
49,64,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/64/transcriptions"},2026-01-27 11:45:22.403861+03,2026-01-27 11:45:22.44207+03,2026-01-27 11:45:22.442072+03,,
50,64,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-27 11:45:45.537606+03,2026-01-27 11:45:45.540071+03,2026-01-27 11:45:45.540072+03,,
51,64,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/64/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/64/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-27 11:45:45.60582+03,2026-01-27 11:45:45.606973+03,2026-01-27 11:45:45.606974+03,,
52,65,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/65/transcriptions"},2026-01-27 11:46:05.883347+03,2026-01-27 11:46:05.935502+03,2026-01-27 11:46:05.935506+03,,
61,69,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/69/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/69/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-28 07:26:33.252959+03,2026-01-28 07:26:33.254134+03,2026-01-28 07:26:33.254135+03,,
62,72,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-28 07:26:34.70633+03,2026-01-28 07:26:34.711618+03,2026-01-28 07:26:34.711622+03,,
